,연도,입학정원,모집인원_계,모집인원_정원내,모집인원_정원외,지원자_계,지원자_정원내,지원자_정원외,입학자_계,입학자_정원내_계,입학자_정원내_남,입학자_정원내_여,입학자_정원외_계,입학자_정원외_남,입학자_정원외_여,지역
600,2021-01-01,23182,31679,23205,8474,121661,111283,10378,23874,20800,10930,9870,3074,1536,1538,전북
601,2022-01-01,22553,33076,22881,11087,128796,113890,9923,24521,21031,11008,10109,3201,1543,1592,전북
602,2023-01-01,21976,34936,22547,15089,127538,116365,9834,23593,20469,10695,9890,3180,1550,1614,전북
603,2024-01-01,21413,36881,22220,20452,120034,118815,9883,23558,19906,10386,9670,3266,1557,1635,전북
604,2025-01-01,20866,38913,21902,27611,118556,121241,9794,22630,19343,10079,9451,3243,1563,1655,전북
605,2026-01-01,20332,41035,21592,37130,111272,123642,9842,22595,18780,9776,9232,3331,1570,1674,전북
606,2027-01-01,19812,43250,21288,49739,109575,126019,9754,21667,18217,9476,9013,3307,1577,1692,전북
607,2028-01-01,19305,45560,20993,66377,102510,128373,9802,21632,17655,9179,8793,3395,1583,1709,전북
608,2029-01-01,18811,47969,20704,88246,100593,130703,9714,20704,17092,8885,8574,3370,1590,1724,전북
609,2030-01-01,18330,50479,20422,116885,93749,133009,9762,20668,16529,8594,8355,3460,1596,1739,전북
610,2031-01-01,17861,53093,20147,154252,91611,135293,9673,19741,15966,8306,8135,3434,1603,1752,전북
611,2032-01-01,17404,55815,19878,202828,84987,137554,9721,19705,15403,8021,7916,3524,1609,1765,전북
612,2033-01-01,16958,58647,19616,265752,82630,139792,9633,18777,14841,7739,7697,3497,1616,1777,전북
613,2034-01-01,16525,61591,19360,346971,76225,142007,9681,18742,14278,7459,7478,3589,1622,1788,전북
614,2035-01-01,16102,64653,19109,451437,73648,144201,9593,17814,13715,7183,7258,3561,1628,1799,전북
615,2036-01-01,15690,67833,18865,585343,67463,146373,9640,17779,13152,6909,7039,3654,1635,1809,전북
616,2037-01-01,15288,71136,18626,756400,64666,148523,9553,16851,12590,6639,6820,3625,1641,1818,전북
617,2038-01-01,14897,74564,18392,974181,58702,150651,9600,16816,12027,6370,6600,3718,1647,1827,전북
618,2039-01-01,14516,78120,18164,1250529,55684,152758,9513,15888,11464,6105,6381,3688,1653,1835,전북
619,2040-01-01,14145,81808,17941,1600046,49940,154844,9559,15852,10901,5842,6162,3783,1659,1842,전북
620,2041-01-01,13783,85630,17722,2040677,46703,156909,9472,14925,10338,5582,5943,3752,1665,1849,전북
621,2042-01-01,13430,89591,17509,2594405,41178,158954,9519,14889,9776,5325,5723,3848,1671,1855,전북
622,2043-01-01,13087,93692,17300,3288066,37721,160978,9432,13961,9213,5070,5504,3815,1678,1861,전북
623,2044-01-01,12752,97936,17096,4154325,32416,162982,9478,13926,8650,4818,5285,3912,1683,1867,전북
624,2045-01-01,12426,102328,16897,5232812,28739,164966,9392,12998,8087,4569,5065,3879,1689,1872,전북
625,2046-01-01,12108,106870,16702,6571459,23655,166930,9438,12963,7524,4322,4846,3977,1695,1877,전북
626,2047-01-01,11798,111565,16511,8228061,19758,168874,9352,12035,6962,4077,4627,3942,1701,1882,전북
627,2048-01-01,11496,116416,16324,10272097,14893,170799,9397,11999,6399,3835,4408,4041,1707,1886,전북
628,2049-01-01,11202,121427,16141,12786842,10776,172705,9312,11072,5836,3596,4188,4006,1713,1890,전북
629,2050-01-01,10915,126600,15962,15871807,6131,174591,9357,11036,5273,3359,3969,4106,1719,1894,전북
630,2009-01-01,7285,8957,7286,1671,15014,13903,1111,6423,5823,3055,2768,600,268,332,제주
631,2010-01-01,7280,9738,7293,2445,18728,17330,1398,6693,5957,3028,2929,736,314,422,제주
632,2011-01-01,7235,9345,7239,2106,19219,17753,1466,6519,5761,2978,2783,758,306,452,제주
633,2012-01-01,6105,7597,6105,1492,19917,18410,1507,6474,5765,2971,2794,709,299,410,제주
634,2013-01-01,6053,7424,6065,1359,19209,17720,1489,6402,5623,2956,2667,779,344,435,제주
635,2014-01-01,6013,7423,6013,1410,18562,16832,1730,6189,5260,2640,2620,929,407,522,제주
636,2015-01-01,5916,7430,5916,1514,21893,19750,2143,6313,5444,2816,2628,869,410,459,제주
637,2016-01-01,5726,7498,5545,1953,22614,20653,1961,6149,5272,2659,2613,877,399,478,제주
638,2017-01-01,5545,7501,5519,1982,20552,18840,1712,5887,5085,2586,2499,802,356,446,제주
639,2018-01-01,5379,7525,5386,2139,24037,21900,2137,6037,5017,2492,2525,1020,490,530,제주
640,2019-01-01,5320,7243,5338,1905,23118,20981,2137,6012,4947,2506,2441,1065,527,538,제주
641,2020-01-01,5020,7671,5026,2645,20690,18592,2098,5525,4670,2343,2327,855,373,482,제주
642,2021-01-01,5025,6882,5033,1849,19026,17282,1744,4995,4233,2116,2117,762,312,450,제주
643,2022-01-01,4718,7108,4939,2512,21290,18872,2147,4863,4282,2193,2271,996,458,502,제주
644,2023-01-01,4563,6864,4832,2136,21378,18524,2106,4730,4106,2120,2143,1020,449,503,제주
645,2024-01-01,4413,6884,4729,2582,21119,18364,2195,4596,3938,2047,2168,1044,480,505,제주
646,2025-01-01,4268,6645,4629,2206,21207,18016,2153,4463,3776,1975,2040,1068,472,506,제주
647,2026-01-01,4128,6661,4531,2652,20948,17856,2242,4329,3621,1902,2064,1092,503,506,제주
648,2027-01-01,3992,6425,4437,2275,21036,17508,2201,4196,3472,1829,1936,1115,494,507,제주
649,2028-01-01,3861,6437,4346,2722,20777,17348,2289,4062,3329,1756,1961,1138,525,508,제주
650,2029-01-01,3734,6206,4258,2345,20865,17000,2248,3928,3192,1683,1833,1161,516,508,제주
651,2030-01-01,3611,6214,4172,2791,20606,16840,2336,3795,3061,1611,1857,1184,547,508,제주
652,2031-01-01,3492,5987,4088,2415,20694,16492,2295,3661,2935,1538,1729,1206,539,509,제주
653,2032-01-01,3377,5990,4008,2861,20435,16332,2383,3528,2815,1465,1754,1228,570,509,제주
654,2033-01-01,3266,5767,3929,2485,20523,15984,2342,3394,2699,1392,1625,1250,561,509,제주
655,2034-01-01,3159,5766,3853,2931,20264,15824,2430,3261,2588,1319,1650,1272,592,509,제주
656,2035-01-01,3055,5548,3779,2554,20352,15476,2389,3127,2482,1247,1522,1293,583,509,제주
657,2036-01-01,2954,5543,3707,3001,20093,15316,2478,2993,2380,1174,1546,1314,615,509,제주
658,2037-01-01,2857,5328,3637,2624,20181,14968,2436,2860,2282,1101,1418,1335,606,509,제주
659,2038-01-01,2763,5319,3570,3071,19922,14808,2525,2726,2188,1028,1443,1356,637,509,제주
660,2039-01-01,2672,5109,3504,2694,20010,14460,2484,2593,2098,955,1315,1377,628,509,제주
661,2040-01-01,2584,5095,3440,3140,19751,14300,2572,2459,2012,883,1339,1397,659,509,제주
662,2041-01-01,2499,4889,3378,2764,19839,13952,2531,2325,1929,810,1211,1417,651,509,제주
663,2042-01-01,2417,4872,3317,3210,19580,13792,2619,2192,1850,737,1236,1437,682,509,제주
664,2043-01-01,2338,4670,3258,2834,19668,13444,2578,2058,1774,664,1108,1457,673,509,제주
665,2044-01-01,2261,4648,3201,3280,19409,13284,2666,1925,1701,591,1132,1476,704,510,제주
666,2045-01-01,2186,4451,3146,2903,19497,12936,2625,1791,1631,519,1004,1496,695,510,제주
667,2046-01-01,2114,4425,3092,3350,19238,12776,2713,1658,1564,446,1029,1515,726,510,제주
668,2047-01-01,2045,4231,3039,2973,19326,12428,2672,1524,1500,373,900,1534,718,510,제주
669,2048-01-01,1978,4201,2988,3419,19066,12268,2760,1390,1438,300,925,1552,749,510,제주
670,2049-01-01,1912,4012,2938,3043,19155,11920,2719,1257,1379,227,797,1571,740,510,제주
671,2050-01-01,1850,3977,2889,3489,18895,11760,2808,1123,1322,155,821,1589,771,510,제주
672,2009-01-01,40341,47679,40656,7023,264513,246026,18487,43294,38863,21106,17757,4431,2262,2169,충남
673,2010-01-01,41105,48574,41113,7461,314431,293379,21052,45033,40354,21182,19172,4679,2416,2263,충남
674,2011-01-01,41066,47838,41102,6736,380629,359394,21235,45057,40362,20971,19391,4695,2376,2319,충남
675,2012-01-01,38070,47134,40563,6571,360943,340285,20658,43762,39469,20595,18874,4293,2269,2024,충남
676,2013-01-01,40018,45529,40055,5474,301485,286300,15185,42692,38939,20318,18621,3753,1920,1833,충남
677,2014-01-01,39730,45994,39730,6264,298178,283069,15109,42489,38593,19987,18606,3896,2074,1822,충남
678,2015-01-01,38095,44034,38141,5893,318880,302972,15908,41191,37438,19132,18306,3753,1940,1813,충남
679,2016-01-01,36457,42962,36560,6402,298132,283747,14385,39525,35866,17837,18029,3659,1897,1762,충남
680,2017-01-01,35748,42603,35850,6753,287671,272542,15129,38715,35047,17573,17474,3668,1944,1724,충남
681,2018-01-01,34935,41573,35037,6536,287869,272058,15811,38289,34503,17207,17296,3786,2002,1784,충남
682,2019-01-01,34779,41205,34838,6367,299450,283297,16153,38439,34531,17291,17240,3908,2012,1896,충남
683,2020-01-01,34846,41181,34902,6279,274484,259217,15267,37728,33903,17080,16823,3825,1900,1925,충남
684,2021-01-01,34947,41186,34793,6393,228300,213962,14338,35589,31924,16503,15421,3665,1843,1822,충남
685,2022-01-01,33803,39756,34593,6548,284180,246411,13867,35643,32284,16334,15748,3668,1827,1807,충남
686,2023-01-01,33272,39126,34397,6263,281034,242025,13719,34891,31629,16167,15377,3613,1763,1792,충남
687,2024-01-01,32749,38506,34204,6506,277888,237639,12962,34139,30974,16003,14941,3597,1745,1777,충남
688,2025-01-01,32234,37896,34015,6223,274742,233253,12814,33388,30319,15843,14570,3543,1682,1762,충남
689,2026-01-01,31728,37296,33828,6465,271596,228868,12057,32636,29664,15686,14133,3526,1664,1748,충남
690,2027-01-01,31229,36705,33644,6183,268450,224482,11909,31884,29008,15532,13762,3472,1601,1734,충남
691,2028-01-01,30739,36124,33462,6423,265304,220096,11151,31132,28353,15381,13326,3455,1583,1720,충남
692,2029-01-01,30256,35552,33284,6143,262158,215710,11003,30381,27698,15232,12955,3401,1519,1706,충남
693,2030-01-01,29780,34988,33108,6382,259011,211325,10246,29629,27043,15087,12518,3384,1502,1693,충남
694,2031-01-01,29312,34434,32935,6103,255865,206939,10098,28877,26388,14945,12147,3331,1438,1680,충남
695,2032-01-01,28852,33889,32765,6340,252719,202553,9340,28126,25733,14805,11710,3313,1421,1667,충남
696,2033-01-01,28398,33352,32597,6064,249573,198167,9192,27374,25078,14668,11339,3260,1357,1654,충남
697,2034-01-01,27952,32824,32432,6299,246427,193782,8435,26622,24423,14534,10903,3242,1340,1642,충남
698,2035-01-01,27513,32304,32269,6024,243281,189396,8287,25870,23768,14402,10532,3190,1276,1629,충남
699,2036-01-01,27081,31792,32109,6257,240135,185010,7530,25119,23113,14273,10095,3171,1259,1617,충남
700,2037-01-01,26655,31288,31951,5984,236989,180624,7382,24367,22458,14146,9724,3119,1195,1605,충남
701,2038-01-01,26236,30793,31795,6216,233843,176239,6624,23615,21803,14021,9288,3100,1177,1594,충남
702,2039-01-01,25824,30305,31642,5944,230697,171853,6476,22864,21148,13899,8917,3048,1114,1582,충남
703,2040-01-01,25418,29825,31490,6174,227551,167467,5719,22112,20493,13779,8480,3029,1096,1571,충남
704,2041-01-01,25019,29352,31342,5904,224405,163081,5571,21360,19838,13661,8109,2978,1033,1560,충남
705,2042-01-01,24626,28887,31195,6133,221259,158696,4814,20609,19182,13546,7672,2958,1015,1549,충남
706,2043-01-01,24239,28430,31050,5865,218112,154310,4665,19857,18527,13433,7301,2907,951,1538,충남
707,2044-01-01,23858,27979,30908,6091,214966,149924,3908,19105,17872,13321,6865,2887,934,1528,충남
708,2045-01-01,23483,27536,30768,5825,211820,145538,3760,18353,17217,13212,6494,2837,870,1518,충남
709,2046-01-01,23114,27100,30629,6050,208674,141153,3003,17602,16562,13105,6057,2816,853,1507,충남
710,2047-01-01,22751,26671,30493,5785,205528,136767,2855,16850,15907,12999,5686,2766,789,1497,충남
711,2048-01-01,22394,26248,30359,6008,202382,132381,2097,16098,15252,12896,5250,2745,772,1488,충남
712,2049-01-01,22042,25832,30226,5745,199236,127995,1949,15347,14597,12794,4879,2695,708,1478,충남
713,2050-01-01,21696,25423,30096,5967,196090,123610,1192,14595,13942,12694,4442,2674,691,1468,충남
714,2009-01-01,26080,31681,26115,5566,163049,151385,11664,26928,24090,13632,10458,2838,1498,1340,충북
715,2010-01-01,26490,31410,26572,4838,169876,156519,13357,28582,25689,14400,11289,2893,1472,1421,충북
716,2011-01-01,26285,30719,26357,4362,190266,178485,11781,28628,25985,14603,11382,2643,1461,1182,충북
717,2012-01-01,26582,30545,26616,3929,198861,185487,13374,28459,25852,14934,10918,2607,1445,1162,충북
718,2013-01-01,25983,29722,26065,3657,163821,154984,8837,27887,25624,14621,11003,2263,1211,1052,충북
719,2014-01-01,25706,29646,25602,4044,168662,158771,9891,27628,25138,14115,11023,2490,1293,1197,충북
720,2015-01-01,24391,27749,24447,3302,179162,169578,9584,26396,24156,13688,10468,2240,1097,1143,충북
721,2016-01-01,23761,27365,23843,3522,166844,158106,8738,25499,23298,12987,10311,2201,1103,1098,충북
722,2017-01-01,23197,26603,23275,3328,168081,159425,8656,24661,22504,12616,9888,2157,1022,1135,충북
723,2018-01-01,22499,25814,22594,3220,165709,157070,8639,24225,22165,12342,9823,2060,966,1094,충북
724,2019-01-01,22455,25481,22345,3136,177874,169231,8643,24122,22092,12317,9775,2030,1008,1022,충북
725,2020-01-01,22307,25979,22379,3600,168965,160513,8452,23430,21456,11839,9617,1974,995,979,충북
726,2021-01-01,21998,25454,22067,3387,133928,125765,8163,21280,19314,10454,8860,1966,958,1008,충북
727,2022-01-01,21895,25238,21961,3204,165087,159028,7613,21275,19241,10198,8876,1928,887,994,충북
728,2023-01-01,21775,25003,21843,3098,164117,158577,7316,20771,18761,9944,8512,1881,851,974,충북
729,2024-01-01,21658,24773,21728,2997,163148,158127,7031,20274,18281,9697,8283,1836,817,954,충북
730,2025-01-01,21542,24548,21614,2901,162178,157676,6756,19785,17801,9455,7920,1793,784,934,충북
731,2026-01-01,21428,24327,21501,2809,161208,157226,6493,19303,17321,9220,7691,1750,753,915,충북
732,2027-01-01,21316,24110,21391,2721,160239,156775,6239,18828,16841,8990,7327,1709,722,896,충북
733,2028-01-01,21205,23898,21282,2637,159269,156325,5996,18360,16361,8766,7099,1670,693,877,충북
734,2029-01-01,21097,23689,21175,2557,158299,155874,5762,17899,15881,8548,6735,1632,665,859,충북
735,2030-01-01,20989,23485,21069,2480,157330,155424,5537,17445,15401,8335,6506,1595,639,841,충북
736,2031-01-01,20884,23284,20965,2406,156360,154973,5321,16998,14921,8127,6143,1559,613,824,충북
737,2032-01-01,20780,23087,20863,2336,155390,154523,5114,16557,14441,7925,5914,1524,588,807,충북
738,2033-01-01,20677,22893,20762,2268,154421,154072,4914,16122,13961,7728,5550,1491,565,790,충북
739,2034-01-01,20576,22704,20662,2204,153451,153622,4722,15695,13481,7535,5322,1458,542,774,충북
740,2035-01-01,20477,22517,20564,2142,152481,153171,4538,15273,13001,7347,4958,1427,520,758,충북
741,2036-01-01,20379,22335,20468,2082,151512,152721,4361,14858,12521,7164,4729,1397,499,742,충북
742,2037-01-01,20282,22155,20372,2025,150542,152270,4191,14448,12041,6986,4366,1367,479,727,충북
743,2038-01-01,20187,21979,20279,1970,149573,151820,4027,14045,11561,6812,4137,1338,460,712,충북
744,2039-01-01,20093,21806,20186,1918,148603,151370,3870,13648,11081,6642,3773,1311,441,697,충북
745,2040-01-01,20001,21636,20095,1868,147633,150919,3719,13257,10601,6477,3545,1284,424,683,충북
746,2041-01-01,19910,21470,20005,1819,146664,150469,3574,12871,10121,6316,3181,1258,407,669,충북
747,2042-01-01,19820,21306,19917,1772,145694,150018,3435,12492,9641,6158,2952,1232,390,655,충북
748,2043-01-01,19732,21145,19830,1728,144724,149568,3301,12117,9161,6005,2589,1208,375,641,충북
749,2044-01-01,19644,20987,19744,1685,143755,149117,3172,11749,8681,5855,2360,1184,360,628,충북
750,2045-01-01,19559,20832,19659,1643,142785,148667,3048,11385,8201,5710,1996,1161,345,615,충북
751,2046-01-01,19474,20679,19576,1603,141815,148216,2929,11028,7721,5567,1768,1139,331,602,충북
752,2047-01-01,19390,20530,19493,1565,140846,147766,2815,10675,7241,5429,1404,1117,318,590,충북
753,2048-01-01,19308,20382,19412,1528,139876,147315,2705,10328,6760,5293,1175,1096,305,578,충북
754,2049-01-01,19227,20238,19332,1492,138906,146865,2599,9986,6280,5162,812,1075,293,566,충북
755,2050-01-01,19147,20096,19253,1458,137937,146414,2498,9648,5800,5033,583,1055,281,554,충북
